"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","nucleic acid binding","GO:0003676","true","0.000007209021436402809","5.14212368307713","3112","1232","375","13541","Q12948,A0A7I2V316,Q86UQ0,J9JIE5,P50995,O95096,P04553,Q9NYL2,Q9C0D4,P26583,P10070,Q8N693,Q9UKV3,Q5T6F2,A0A3B3ISW5,Q96BV0,Q7Z5Q1,C9JAX3,Q9NZ71,Q9ULX6,Q8IY37,Q8TEK3,O15353,Q9HCS4,Q96ST3,O95343,O60318,Q702N8,Q9NW07,Q6DD87,P49761,Q5TGY3,P30050,P33076,H7BY22,O75564,Q8N680,E7ERS3,Q9Y580,P56693,Q06481,A2ABF8,Q9C009,Q9Y2U8,P43694,Q8IYD8,Q9NP71,Q9UQ35,Q92620,P35548,J3QQK4,Q9P267,O60563,P24278,F8VY47,Q13568,Q8TA86,P82979,Q8N9T8,Q9P258,Q96QC0,Q7Z6Z7,E9PC49,Q96HR8,P59817,Q9Y2D1,O94850,Q9Y2X9,A0A994J711,E7EQT0,A0A087WYJ2,Q15910,Q96L73,Q96DN6,Q86UR5,Q14151,Q96T37,O75398,Q9P2P1,Q7RTS1,H3BUF6,Q15596,P16401,Q9NSC2,Q15032,Q70SY1,G3V5X7,Q99593,Q8IXT5,Q969G2,Q8TAK6,P12270,Q96EV2,P43268,P0C7T5,O60885,Q6P1X5,P18583,Q499Z4,Q9UMR3,Q9H6I2,P35713,G3XA89,Q9H2C1,Q2VPK5,P27797,A6NP61,P98175,P09016,B4DT23,Q12809,Q9H2G4,Q6ZRS2,P31276,A0A2R8YFS5,A0A2R8Y5N1,P15884,Q69YN4,Q9C0B9,Q00653,Q9Y3X0,O60216,Q9NWS9,Q16637,Q12952,Q6P3W6,Q99626,Q9NX65,Q8N7X1,Q8TD26,Q5TGS1,A0A1W2PR85,Q15427,A0A804HL36,P49750,Q7Z6E9,Q9C000,Q9BQ67,C9J0Q5,Q99996,P42166,Q9NP08,Q8N1G0,Q13516,A0A0J9YX62,E9PL19,Q14549,Q14919,Q5JUK2,Q9Y253,P23769,Q92481,Q9HD15,O95872,P48634,A0A0A0MT33,Q8IVW6,O75127,P55265,Q8NFD5,O14746,Q8NDV7,Q08211,Q9BXU3,J3KPP4,P16989,B7ZLQ8,Q75WM6,O60479,P83369,O43310,Q5VYV0,P35680,Q8IXZ2,Q96RK0,O95076,Q9P031,Q8NC51,Q9Y2K5,Q8WUA4,Q9UMN6,P41161,Q15911,Q5EBL2,P55795,Q9C0G0,Q9Y2T7,A0A3B3IRW4,K7EQR7,Q96PZ2,Q5VUA4,Q5SZP1,P51826,O00255,Q12789,P55209,Q9NQV6,P07237,O43365,Q99856,Q9H3D4,Q96G23,P29558,P55199,P53041,Q9BXA9,Q53F19,Q00613,O14627,P10323,Q53H47,O43432,P78367,Q9NTZ6,Q9NX58,O43918,Q5VZB9,Q14966,P04198,Q86U38,P52630,P20393,P01011,Q5JSZ5,O43298,Q02086,Q96SC8,K7ELL7,Q06710,P78424,P46060,Q6ZNC4,P15172,Q05GC8,Q9Y5R5,Q9UEG4,Q5T481,Q8TDD2,Q96I51,P35869,P14625,O43593,P23527,Q8NAF0,Q9P2R6,A5PLL3,Q9Y5X4,O60393,Q8IUX7,Q9Y2W2,Q53GL7,Q8TF01,P35251,O15164,P51608,Q8TE02,P35125,F5H6H0,Q99708,Q6IQ21,P10071,O43426,Q9HAZ2,Q92888,Q9NUD5,Q7Z4V0,P49736,Q9Y4B5,Q9ULV3,Q9H5Q4,Q9NR83,Q8IUR6,Q86XP3,Q5C9Z4,O14867,O95238,Q13950,P50221,O95602,Q16560,O60341,A0A1W2PRA8,P11161,O15055,Q9NVV4,Q7L014,P36776,A0A1W2PQA1,Q63HK3,Q14684,Q9H7N4,G5E9B8,Q8IX07,Q9HAW0,Q9NS56,Q9UPN9,Q99575,Q99502,P23246,O43896,Q9BR39,Q96NK8,Q8IZD4,Q01538,Q9Y6V7,Q96NU1,Q14137,Q92901,Q52LJ0,Q96Q11,P52952,P06400,Q9Y2G1,Q8N1G1,O94983,Q00839,Q7Z591,O95429,Q7Z7F0,Q6IV72,P48431,Q8TDI0,Q5T1R4,Q9NSE4,Q6GQQ9,P31270,Q9UPT8,Q96MX3,Q96BA8,A1YPR0,Q68DE3,Q92610,P34897,P55010,O43638,Q9HBD1,Q9H4Z2,P15923,Q8IXJ9,Q9NP73,Q9UPW0,Q86YC2,Q9BRR8,O60841,Q8TDD1,Q01196,Q14147,Q8NE35,Q9H6B1,Q05707,P17509,P61129,P57073,O95644,F8VU39,Q8IYH5,P31629,Q5TEC3,O75132,Q9Y4F3,B4DXW7,P40926,Q9HCK1,O94762,Q5VT06,Q9NQC3,A0A0C4DFM7,Q8WXI9,Q15306,Q01082,Q9NVV9,Q96NZ1,O14647,Q96SF7,Q9NRR4"
"GO:MF","protein-containing complex binding","GO:0044877","false","0.000030344636784202245","4.517918056511322","1279","1232","180","13541","Q12948,A0A7I2V316,P50995,A0A8Q3SIB7,Q9NYL2,Q13443,P10070,P18564,P50281,Q13796,Q7Z5Q1,Q96ST3,Q15070,O60318,Q702N8,Q5TGY3,P33076,E7ERS3,P56693,A2ABF8,Q15750,Q9Y2U8,Q9Y6J0,Q8IYD8,P07360,A0MZ66,Q9P267,O60563,P82979,H9KV90,Q5SNT2,E9PC49,Q6NUI6,Q9Y2D1,A0A994J711,A0A087WYJ2,Q14686,Q15910,Q96L73,Q96DN6,P49747,P21815,O14490,Q15596,P16401,O75140,P11836,P78536,Q9BVA0,Q5JTC6,A0A6I8PIX7,P12270,O60885,B9EGL1,E7ES19,Q6P1X5,Q6KC79,O43283,G3XA89,Q9H2D6,P27797,Q9Y5B0,Q9H2G4,P31276,A0A2R8YFS5,Q13459,O60216,Q8TD26,Q04727,O75385,Q9UL45,A0A804HL36,Q9BQ67,C9J0Q5,Q9UPP1,P04004,P23769,Q92481,O94929,E9PHM6,Q8NFD5,Q14028,Q08211,P16989,B7ZLQ8,Q16512,Q75WM6,O60479,P12109,P02461,Q96RK0,Q8NC51,O15318,Q9NRI5,Q9P2A4,A6NCL1,Q9UKG1,Q9H0U9,Q8TD08,O00255,P55209,P07237,Q99856,Q9H3D4,Q01484,Q96HF1,Q5JWF2,Q6NUJ5,Q92558,Q00613,Q5SW96,O43918,K7ELL7,P15172,Q13111,B1AK53,Q2M3G4,Q99807,Q96JQ2,Q6PIF6,Q8IZD0,P35869,O43593,Q9P2R6,Q9Y2I1,O15063,Q8IUX7,Q8NHY3,O15164,P51608,Q14118,O75146,P41180,F5H6H0,P10071,P53708,Q13950,P50221,O95602,O60341,A0A1W2PRA8,P11161,A0A1W2PQA1,O75077,Q9BR76,Q8TF72,Q8NCM2,P23246,Q32P28,Q96NU1,Q14137,P52952,O94983,Q00839,O95429,Q8TDI0,Q9UPT8,Q9Y2J0,Q9BRQ0,Q96BA8,P34897,Q9NSY1,Q07092,P04196,O00294,Q9BXA7,Q8IXJ9,Q14147,Q8NE35,Q05707,Q8IX21,Q14315,Q9Y4F3,Q8WXX7,Q8WXI9,Q01082,Q96NZ1,O14647,Q8WYR1,Q8IYW5"
"GO:MF","chromatin binding","GO:0003682","false","0.000040448162161453844","4.3931012065924255","484","1232","86","13541","Q12948,A0A7I2V316,P10070,Q96ST3,O60318,Q5TGY3,P56693,A2ABF8,Q9Y6J0,Q8IYD8,Q9P267,O60563,P82979,E9PC49,Q9Y2D1,A0A994J711,A0A087WYJ2,Q14686,Q15910,Q96L73,Q96DN6,Q15596,P16401,P12270,O60885,Q6P1X5,Q6KC79,Q9H2G4,P31276,O60216,Q8TD26,Q04727,A0A804HL36,Q9BQ67,C9J0Q5,Q9UPP1,P23769,Q92481,Q8NFD5,Q08211,Q16512,Q75WM6,O60479,Q96RK0,O15318,A6NCL1,Q9H0U9,Q8TD08,O00255,P55209,Q99856,Q9H3D4,Q00613,O43918,P15172,Q13111,Q99807,O43593,Q9P2R6,O15164,P51608,F5H6H0,P10071,Q13950,P50221,O95602,O60341,A0A1W2PRA8,P11161,A0A1W2PQA1,P23246,Q96NU1,P52952,O94983,Q00839,Q8TDI0,Q9UPT8,Q9BRQ0,Q96BA8,P34897,Q8IXJ9,Q8WXX7,Q8WXI9,Q96NZ1,O14647,Q8IYW5"
"GO:MF","extracellular matrix structural constituent conferring tensile strength","GO:0030020","true","0.0004543470099784771","3.34261232565949","34","1232","16","13541","Q8IZC6,P39060,A0A0C4DFS1,Q9Y215,P20849,P02462,P27658,Q14055,P12109,P02461,P53420,P29400,Q8NFW1,Q5TAT6,Q07092,Q05707"
"GO:MF","DNA binding","GO:0003677","false","0.0012507546691541923","2.9028278671900134","2041","1232","254","13541","Q12948,A0A7I2V316,Q86UQ0,J9JIE5,O95096,P04553,Q9C0D4,P26583,P10070,Q8N693,A0A3B3ISW5,Q96BV0,C9JAX3,Q9NZ71,Q9ULX6,Q8TEK3,O15353,Q9HCS4,Q96ST3,O95343,Q9NW07,Q6DD87,Q5TGY3,P33076,H7BY22,O75564,Q8N680,P56693,Q06481,A2ABF8,Q9C009,Q9Y2U8,P43694,Q8IYD8,Q9NP71,P35548,J3QQK4,Q9P267,O60563,P24278,F8VY47,Q13568,P82979,Q96QC0,Q7Z6Z7,E9PC49,P59817,Q9Y2D1,O94850,Q9Y2X9,A0A994J711,E7EQT0,A0A087WYJ2,Q15910,Q96L73,Q96DN6,Q14151,O75398,Q7RTS1,Q15596,P16401,Q9NSC2,Q70SY1,Q99593,Q969G2,Q8TAK6,P43268,P0C7T5,O60885,Q6P1X5,P18583,Q499Z4,Q9UMR3,Q9H6I2,P35713,Q9H2C1,P27797,P09016,Q12809,Q9H2G4,Q6ZRS2,P31276,A0A2R8YFS5,P15884,Q00653,O60216,Q9NWS9,Q12952,Q99626,Q9NX65,Q8TD26,Q5TGS1,A0A804HL36,Q9C000,Q9BQ67,C9J0Q5,Q99996,P42166,Q9NP08,Q8N1G0,Q13516,A0A0J9YX62,E9PL19,Q14549,Q14919,Q5JUK2,Q9Y253,P23769,Q92481,Q8IVW6,P55265,Q8NFD5,O14746,Q08211,J3KPP4,P16989,Q75WM6,O60479,Q5VYV0,P35680,Q8IXZ2,Q96RK0,O95076,Q8WUA4,Q9UMN6,P41161,Q15911,Q5EBL2,Q9C0G0,Q9Y2T7,A0A3B3IRW4,Q96PZ2,Q5SZP1,P51826,O00255,Q12789,Q9NQV6,O43365,Q99856,Q9H3D4,Q96G23,P29558,P55199,Q9BXA9,Q00613,O14627,P10323,Q53H47,P78367,Q9NX58,O43918,Q5VZB9,Q14966,P04198,P52630,P20393,P01011,O43298,Q02086,Q96SC8,Q06710,P78424,Q6ZNC4,P15172,Q05GC8,Q9Y5R5,Q9UEG4,Q8TDD2,P35869,O43593,P23527,Q8NAF0,Q9P2R6,A5PLL3,Q9Y5X4,O60393,Q8IUX7,Q9Y2W2,P35251,O15164,P51608,F5H6H0,Q99708,Q6IQ21,P10071,Q9HAZ2,Q9NUD5,Q7Z4V0,P49736,Q9NR83,Q8IUR6,O14867,O95238,Q13950,P50221,O95602,A0A1W2PRA8,P11161,O15055,P36776,A0A1W2PQA1,Q63HK3,G5E9B8,Q8IX07,Q9HAW0,Q9NS56,Q9UPN9,P23246,Q9BR39,Q96NK8,Q01538,Q96NU1,P52952,P06400,Q9Y2G1,O94983,Q00839,Q7Z591,Q6IV72,P48431,Q8TDI0,Q5T1R4,Q6GQQ9,P31270,Q96MX3,Q96BA8,A1YPR0,Q68DE3,Q92610,O43638,Q9HBD1,Q9H4Z2,P15923,Q8IXJ9,Q9UPW0,Q86YC2,Q01196,Q9H6B1,P17509,P57073,O95644,F8VU39,Q8IYH5,P31629,Q5TEC3,O75132,B4DXW7,Q5VT06,Q8WXI9,Q15306,Q9NVV9,Q96NZ1,O14647,Q96SF7"
"GO:MF","protein binding","GO:0005515","false","0.0018111960674068433","2.7420345334607723","10381","1232","1019","13541","Q12948,A0A7I2V316,Q6EMK4,Q8NAX2,Q9H1Q7,Q9P1Y6,A0A0A0MR67,J9JIE5,Q9BYV8,P50995,A0A8Q3SIB7,O95096,F8VXI9,P04553,A0A0C4DFM5,P54259,A0AV02,Q9NYL2,Q9BRK4,Q9BWT1,B7ZLR4,Q5JY77,Q9P2P6,Q1W6H9,Q13443,P26583,A8MTA8,A8MYJ1,P10070,E9PSF2,Q00537,Q8TBB1,P18564,Q96L46,Q6P0Q8,P50281,Q5TEJ8,Q9UKV3,A0A6Q8JR05,P25092,O43520,Q5T6F2,Q13796,Q96BV0,A0A2R8Y7B3,Q96AD5,P43489,C9JAX3,Q8WWL2,P08247,Q9NZ71,Q9H808,Q5TCM9,Q9ULX6,O15027,Q6ZNA4,Q8IY37,Q8TEK3,O15353,Q8NEC5,Q9NU22,P98095,Q9HCS4,P08590,Q96ST3,Q96HY7,Q15070,Q86TI0,O75175,P32745,P28070,O95343,Q15437,Q6ZU35,Q9BST9,Q9ULD4,Q02246,C9JNM7,Q6H3X3,Q5T011,O94779,O60318,Q63HR2,Q8TDN2,Q96KR6,Q702N8,P49761,Q5T7V8,Q5TGY3,Q10571,P30050,Q969Z4,Q8TD84,P33076,H7BY22,O75564,Q8N680,E7ERS3,Q5JRA6,Q9Y463,Q9Y580,O95622,P56693,Q06481,Q9BYE7,P0C6C1,Q8NA70,A2ABF8,Q9BX97,Q92997,Q8WX93,P43403,Q15750,Q9Y2U8,Q86UT6,Q96PU9,Q8NCF5,P39060,E9PGP6,Q5TCY1,A0A087WYR8,P43694,Q9Y6J0,Q9UPW8,Q8IYD8,Q9NP71,P07360,Q9UQ35,Q8NC74,Q96JJ6,P11274,Q8NBS3,Q92620,A0MZ66,Q9P2R7,Q86YD7,P35548,J3QQK4,Q9P267,O60563,Q96AY4,P24278,Q16825,A0A0C4DFS1,Q6ZMN7,F8VY47,Q9Y2I7,O75161,Q13568,Q13586,Q4G0N4,A0A0A0MTS5,Q8NEK8,Q155Q3,Q8TA86,O95153,Q9UFD9,Q8TED9,Q9Y215,Q9NXG0,Q69YQ0,P82979,Q9NZ81,H9KV90,Q8N9T8,Q04900,Q9Y4D7,Q5SNT2,O75381,Q96HD1,Q9BY79,Q92903,F2Z3N3,Q9P258,Q96QC0,B7ZM99,Q9UBV7,Q7Z6Z7,E9PC49,Q96HR8,Q14643,Q6NUI6,P59817,Q9Y2D1,Q6P5Z2,Q9H3P7,A6NGQ3,O94850,O94827,O43294,Q8TAM2,Q9UNA1,Q8IVL0,A0A087X241,Q86UW9,Q9Y2X9,O15541,A0A994J711,Q13214,E7EQT0,P23327,Q96NX5,A0A087WYJ2,P01160,O60494,A0A7P0T7Z8,Q9GZT9,A0A2R8Y632,P51172,Q9NQU5,O94901,P20849,G3V325,Q5VZ18,Q14686,Q9H4M7,Q15910,Q96L73,Q1MSJ5,Q96DN6,Q969M3,Q86UR5,Q8IYY4,Q9P1Z3,P49747,Q01113,Q9UL52,O00165,Q14151,Q96T37,P21815,O00555,O75398,Q9NR61,P12035,O95271,Q9Y6A5,Q9C0C4,Q7RTS1,Q8TAP9,O43184,O14490,H3BUF6,Q15596,P16401,Q9NRM1,Q9UHC6,Q9NSC2,O75140,Q96QE4,Q15032,A0A1B0GTB8,G3V5X7,O15018,Q96LL9,P11836,A0A8I5KNB7,Q99593,Q7L0X0,Q8IXT5,Q8IYT8,P78536,Q96Q45,Q6UY14,Q9BVA0,Q96HA7,Q330K2,Q9Y243,Q5JTC6,P02462,A0A6I8PIX7,Q969G2,Q8TAK6,Q96C12,P12270,Q86TM6,O76081,Q96E22,Q9H257,P43268,P0C7T5,Q13094,O60885,B9EGL1,E7ES19,E9PHB6,Q6P1X5,P18583,Q499Z4,Q9Y2B1,Q9UHM6,Q9UMR3,Q68DV7,Q6KC79,Q7Z6I6,Q9H6I2,O43283,P12074,Q8TF74,G3XA89,P27986,Q9Y337,Q9H2D6,Q9H2C1,Q2VPK5,Q9UBK8,Q99954,Q15772,Q96AQ7,Q9H9H4,Q93052,P48681,P27797,Q9BXI6,Q6J272,Q5T9C2,O75882,P49810,P98175,Q9NR12,P09016,Q9UDY8,B4DT23,Q9Y5B0,Q12809,Q99988,Q9H2G4,Q6ZRS2,Q2M1Z3,P17936,Q8IWW6,Q92611,P31276,Q8NDH3,A0A2R8YFS5,Q9H7S9,A0A2R8Y5N1,P15884,Q69YN4,Q86VP3,Q13459,Q9HBX8,Q00653,B4DYV8,O60721,F6XZD3,O15078,Q9UGI6,Q8N129,Q92935,Q8TDN1,Q92581,Q9Y3X0,H3BP20,Q5VY43,P48547,O60216,Q9NWS9,Q16637,P51787,Q99626,Q9NXR5,O75808,O95613,Q9NX65,A0A0C4DFT8,Q8TD26,O95359,Q5TGS1,Q9P219,Q8IV03,Q9UF56,A0A1W2PR85,Q04727,O95714,A1L4H1,Q15427,Q8IVF5,Q8IYX3,O00548,P17405,O75385,Q8IU99,P31040,Q13255,Q9UL45,A0A804HL36,Q99558,P49750,Q7Z6E9,Q8TCU5,Q7Z6L0,O15040,Q9C000,O95157,Q8IVF2,P13647,Q9H091,Q5VX71,Q9BQ67,A0A1B0GTN4,C9J0Q5,Q8N998,Q96N67,Q99996,Q86YV5,Q6XZF7,Q9C0A6,A0A087WZG4,P42166,Q9UPP1,Q8N1G0,Q5BKX8,Q9H0A9,Q13516,Q96RR4,Q9ULE3,A0A0J9YX62,Q9C0H5,Q5FYB1,P36382,Q14003,O14617,Q07960,Q8N6N2,Q8TF17,E9PL19,A0A087X0K9,Q9BUU2,P04004,Q14919,Q5JUK2,Q9Y253,P23769,Q92481,H9ME53,Q9HD15,O95872,Q8TC20,Q07889,O94929,P52198,Q9NQ40,P48634,P27658,A0A7P0Z4E9,O75489,Q14207,A0A0A0MT33,Q6P1W5,E9PHM6,Q3B820,Q9NYQ7,O14514,P22735,Q8IVW6,A0A994J4R6,Q92685,Q9UJW9,Q4AC94,O75127,Q96EP1,P55265,Q8NFD5,Q12879,Q9BQT9,Q14028,P07919,O14746,Q8NDV7,Q9UMX5,Q08211,P22460,Q14055,Q9BXU3,J3KPP4,Q5T230,P16989,A1L3X0,Q96HP0,Q9BTK6,B7ZLQ8,Q9UHG0,O43516,O43561,Q96DR7,A0A8I5KSH1,Q16512,Q75WM6,P98172,O60479,Q99959,D2CGD1,P83369,O43310,Q8N137,Q9BYV6,O95171,Q9Y3Y4,Q2M1P5,P35680,P12109,Q8IXZ2,P02461,Q96RK0,Q969N2,Q9P031,Q6PIJ6,Q9Y4F5,Q9BRB3,P54257,Q07890,O43909,Q8IWV8,Q8N1K5,Q8NC51,Q9Y2K5,Q9BUF7,Q8WUA4,O15318,P15529,Q9UMN6,P41161,Q7RTT5,A6NKU9,Q15911,Q5EBL2,P48357,P55795,P19235,P43681,A0A0A0MT83,Q8WV41,Q9NRI5,Q9Y2H5,O00750,Q9P2S2,Q96JE7,P43358,Q96JK9,Q9ULJ6,Q6ZWB6,Q9Y5P3,Q05DH4,Q9H013,Q9P2A4,Q9UPM8,Q5TAQ9,A0A3B3IRW4,Q15642,O15021,K7EQR7,P35219,Q8N967,Q16619,A6NCL1,P08236,Q9UKG1,O96017,Q9BX66,Q9H0U9,Q96PZ2,O95377,Q8TD08,Q96DX4,Q92777,Q5VUA4,Q5SZP1,A0AUZ9,O00255,Q12789,P49137,P55209,Q9BYC5,Q9NQV6,P07237,Q86VV8,Q96PE2,O43365,Q99856,A8MPY1,Q9H3D4,Q96G23,Q14525,Q01484,P29558,Q96HF1,P55199,P53041,Q96NY7,Q8N4C8,O60565,Q03431,F5H527,Q5JWF2,Q6NUJ5,Q9NRF2,O94887,Q8IWZ5,Q13480,Q53F19,O43493,Q9Y2I6,Q6HA08,O75807,Q9H093,Q49AM3,Q5T7N3,Q92558,Q6ZUJ8,Q5MJ10,Q00613,O14627,P14061,Q7Z443,Q7Z434,B7Z4K4,P10323,Q53H47,O43432,Q5T753,P78367,Q9NTZ6,Q9NZM4,Q12774,A2RU30,Q5SW96,Q9NWA0,O14836,Q9NX58,Q8NFZ4,Q96M29,Q96FL8,Q6ZSM3,Q9UP95,Q92764,O43918,Q8TDN4,Q5VZB9,P22004,Q96PX9,P04198,O43301,P52630,P20393,P01011,Q5JSZ5,Q07912,O43298,Q02086,A0A087WUH9,W0Z7M9,Q5VWG9,Q8IWK6,Q86XR2,Q96SC8,K7ELL7,Q06710,A0A2U3U043,Q9H0W5,Q7Z3B3,P78424,P46060,Q6ZNC4,Q8WYP3,Q9NYJ7,Q99835,P15172,Q05GC8,O76074,Q00975,Q8N612,Q9ULH0,Q96LX7,Q9Y5R5,Q13111,Q9UEG4,Q2YD98,Q6WRI0,B1AK53,Q15027,Q9H0E9,P52179,Q2M3G4,Q5T481,Q9Y219,Q99807,O95155,Q96JQ2,Q6PIF6,Q8IZD0,Q8TDD2,Q8NEL9,Q9H4B6,Q8NEB7,Q8WV28,Q96I51,A4D126,Q6PEX3,P35869,Q3SXY8,P14625,O43593,P23527,Q8NAF0,P12259,Q9P2R6,Q16143,Q9BVV6,Q9Y2I1,A5PLL3,F6WQW2,Q9Y5X4,O15063,F5GZV7,Q504T8,Q8N3L3,Q8IUX7,Q9Y2W2,Q53GL7,Q9BXX0,Q3ZCQ2,Q8TF76,Q8IX03,P55107,P35251,Q8NHY3,O15164,P51608,Q14118,Q8TE02,Q9NRM7,O75146,Q9NQX5,P42858,P41180,Q9Y592,P35125,P33897,F5H6H0,Q99708,Q68EM7,Q7RTS7,A6NC98,O15360,P56715,P10071,P53708,P35568,O43426,Q2M243,Q8N1B3,P78508,Q7L0R7,Q9HAZ2,Q92888,Q9NUD5,P54284,Q7Z4V0,P49736,Q9Y4B5,Q9ULV3,O14633,Q8IUR6,Q9HCH0,Q9P2H0,Q86XP3,Q86YW9,Q5C9Z4,P52848,O14867,A0A8Q3WKY3,O95238,P13805,Q13950,Q6UWZ7,Q13470,Q9NPR9,P50221,P00451,P08138,O95602,Q16560,Q562E7,O60341,A0A1W2PRA8,Q8NA82,P11161,A0A5F9ZH22,Q6ZW49,P21817,G5E9F7,O15055,Q9NVV4,P34925,Q7L014,P36776,Q9Y5Y9,O14964,A0A1W2PQA1,O75077,Q86XK2,Q14684,Q96RT1,P22681,Q3LI77,O43150,Q9BR76,P51798,Q9H7N4,G5E9B8,Q96KT7,Q9NRX2,Q8IX07,Q8TF72,Q9HAW0,Q9NS56,Q9HBE5,O00468,Q9UPN9,Q8NCM2,Q99575,O75695,Q99502,O60749,P23246,P08887,O43896,Q96PE1,Q3SX64,Q32P28,Q96JH8,Q14728,Q9Y2L9,Q7Z5N4,Q9BR39,Q99795,Q96NK8,Q96L34,Q96MY7,Q96QK8,Q96IZ7,Q96DX7,Q9UQ88,Q9NRJ4,Q6ZS17,Q8IZD4,Q02413,Q9Y6V7,Q96NU1,Q14137,Q13224,Q9Y284,P29400,Q52LJ0,Q2M2I3,Q96Q11,O75909,P45379,Q8NG41,P52952,O94910,P06400,Q9Y2G1,B7Z3H4,Q92625,O94983,Q00839,P36021,Q9ULL1,Q15526,O43149,Q7Z591,O95429,Q7Z7F0,P55017,Q6IV72,Q86UY5,Q96PV4,P49354,Q9UHY8,P48431,Q8TDI0,Q12929,Q5T1R4,Q5TAT6,P23582,Q9UHB7,O75151,Q15464,Q8WYL5,P47928,Q16538,P56696,Q15834,Q6GQQ9,O15399,Q9C0B5,Q7Z692,O75056,Q9UPT8,A1L390,Q9UJY1,Q8NC44,Q9Y2J0,Q9H9J4,Q96MX3,Q9BRQ0,G5E950,Q96BA8,A1YPR0,Q9NWF9,P51511,Q68DE3,P78314,Q92610,Q15154,O75051,P34897,Q6KB66,P55089,Q9Y3Q8,Q14532,Q8IY63,P20749,P55010,Q9NSY1,Q07092,Q8IVL5,O95180,B2RNN3,P04196,Q8IUW3,Q63ZY3,Q9H4Z2,P15923,O00294,Q9NWB6,Q8N5J2,Q9BXA7,O43497,Q8IXJ9,Q9UK99,Q9NP73,Q9NRA1,P17600,Q9UPW0,Q86YC2,O60841,Q8WXH0,Q8TDD1,Q9Y210,Q6ZS10,Q8NA72,Q01196,Q14147,Q8NE35,Q9Y6X4,O96000,Q05707,P17509,Q8IX21,O00444,Q86YA3,Q13882,Q05996,Q15599,P57073,O95644,Q6IQ55,F8VU39,Q14315,P48751,Q8IYH5,Q5JTV8,Q5TEC3,O75132,Q9BQY9,Q9Y4F3,B4DXW7,P40926,Q8IU57,O94762,P04066,Q6PJ21,A0A8I5KR47,Q5VT06,Q9NQC3,A0A0C4DFM7,Q8WXX7,Q5TA81,Q7RTP6,Q9NYZ3,P51810,Q5XPI4,Q9UKU9,P20936,Q92736,O43567,P98073,Q8WXI9,Q15306,O96013,O60346,O60331,Q92538,Q6ZMZ0,Q01082,Q9NVV9,Q96NZ1,Q8N539,O14647,P21810,A0A2R8Y6B6,Q14154,Q8IYW5,Q96SF7,Q9Y397,Q9NRR4"
